title,link,pubdate
Festivals warn: change self-isolation rules or our staff will just ignore them,https://www.theguardian.com/world/2021/jul/11/festivals-warn-change-self-isolation-rules-or-our-staff-will-just-ignore-them,2021-07-11-09:00:42
History offers little guide to how we should escape from Covid’s clutches | Mark Honigsbaum,https://www.theguardian.com/commentisfree/2021/jul/11/history-offers-little-guide-to-how-we-should-escape-from-covids-clutches,2021-07-11-09:00:41
Pure folly: Turing family join fight to save ‘blue-skies maths’ from neglect,https://www.theguardian.com/science/2021/jul/11/pure-folly-turing-family-join-fight-to-save-blue-skies-maths-from-neglect,2021-07-11-08:50:40
Scientist Prue Hart: ‘Sunburn causes havoc in the skin – we should avoid it’,https://www.theguardian.com/science/2021/jul/11/prue-hart-sunburn-skin-melanin-sun-protection-uv-cancer,2021-07-11-08:00:41
Unlocking the ‘gut microbiome’ – and its massive significance to our health,https://www.theguardian.com/society/2021/jul/11/unlocking-the-gut-microbiome-and-its-massive-significance-to-our-health,2021-07-11-07:00:39
Vaxxers by Sarah Gilbert and Catherine Green; Until Proven Safe by Geoff Manaugh and Nicola Twilley – reviews,https://www.theguardian.com/books/2021/jul/11/vaxxers-by-sarah-gilbert-and-catherine-green-until-proven-safe-by-geoff-manaugh-and-nicola-twilley-reviews,2021-07-11-06:00:39
Baby gets go-ahead for world’s most expensive drug from NHS,https://www.theguardian.com/society/2021/jul/11/baby-gets-go-ahead-for-worlds-most-expensive-drug-from-nhs,2021-07-11-06:00:37
Virgin Galactic to launch space plane with Richard Branson on board,https://www.theguardian.com/science/2021/jul/10/virgin-galactic-richard-branson-orbit,2021-07-11-05:30:37
Sir Richard Branson: Space flight will be 'extraordinary',https://www.bbc.co.uk/news/science-environment-57790040,2021-07-11-03:20:21
Coronavirus live: Mexico records 232 more deaths in third wave; UK daily death toll rises to 34 – as it happened,https://www.theguardian.com/uk-news/live/2021/jul/10/coronavirus-live-expert-warns-situation-will-worsen-in-england-seoul-heads-for-lockdown-as-cases-surge,2021-07-10-22:54:16
What does the Chinese military want with your unborn baby’s genetic data? | Arwa Mahdawi,https://www.theguardian.com/commentisfree/2021/jul/10/prenatal-genetic-tests-eugenics-down-syndrome,2021-07-10-13:00:17
"Africa shouldn't be forced to go it alone when it comes to Covid vaccines | Paul Farmer, Ishaan Desai and Agnes Binagwaho",https://www.theguardian.com/commentisfree/2021/jul/10/africa-covid-vaccines-europe-us,2021-07-10-10:00:14
Virgin Galactic's Beth Moses: 'No camera can capture the magic',https://www.bbc.co.uk/news/science-environment-57788517,2021-07-10-08:12:26
Government announces 50 new cases amid fears of extended lockdown – as it happened,https://www.theguardian.com/australia-news/live/2021/jul/10/australia-covid-live-news-updates-nsw-crisis-widens-amid-fears-of-extended-lockdown,2021-07-10-08:05:31
Shower scene: NSW police fine man hiding behind curtain as Covid crackdown expands,https://www.theguardian.com/australia-news/2021/jul/10/shower-scene-nsw-police-fine-man-hiding-behind-curtain-as-covid-crackdown-expands,2021-07-10-06:23:39
Richard Branson’s quest: to boldly go where no billionaire has gone before,https://www.theguardian.com/science/2021/jul/10/richard-branson-virgin-galactic-flight-billionaire-space-tourism-race-jeff-bezos,2021-07-10-06:00:08
Covid origins: Scientists weigh up evidence over virus's origins,https://www.bbc.co.uk/news/science-environment-57782955,2021-07-09-23:20:09
Fire lookouts: The US Forest Service lookouts watching for fires,https://www.bbc.co.uk/news/world-us-canada-57626403,2021-07-09-23:08:01
Why North America's killer heat scares me,https://www.bbc.co.uk/news/world-us-canada-57729502,2021-07-09-18:54:17
"Non-Covid respiratory illnesses on rise in UK, medical experts say",https://www.theguardian.com/science/2021/jul/09/non-covid-respiratory-illnesses-rise-uk-medical-experts-say-people-mixing-easing-lockdown,2021-07-09-17:33:43
"If you’re going to put your preschooler in front of a screen, choose a TV. Here’s why | Sophie Brickman",https://www.theguardian.com/commentisfree/2021/jul/09/if-youre-going-to-put-your-preschooler-in-front-of-a-screen-choose-a-tv-heres-why,2021-07-09-10:25:45
The neuroscience behind why your brain may need time to adjust to ‘un-social distancing’ | Kareem Clark,https://www.theguardian.com/commentisfree/2021/jul/09/covid-coronavirus-neuroscience-social-distancing,2021-07-09-10:20:44
Spacewatch: Nasa seeks a cure for Hubble’s troubles,https://www.theguardian.com/science/2021/jul/09/spacewatch-nasa-seeks-cure-for-hubble-troubles,2021-07-09-05:00:39
First year of pandemic claimed lives of 25 young people in England,https://www.theguardian.com/world/2021/jul/09/first-year-of-pandemic-claimed-lives-of-25-youngsters-in-england,2021-07-09-05:00:38
The Guardian view on risking England’s health: not everyone can choose to stay safe | Editorial,https://www.theguardian.com/commentisfree/2021/jul/08/the-guardian-view-on-risking-englands-health-not-everyone-can-choose-to-stay-safe,2021-07-08-18:17:18
"Australian supplier of lab animals to close, sparking fresh debate about use of mice and rats in research",https://www.theguardian.com/australia-news/2021/jul/09/australian-supplier-of-lab-animals-to-close-sparking-fresh-debate-about-use-of-mice-and-rats-in-research,2021-07-08-17:30:25
Spectators banned from most Olympic events as Covid emergency declared,https://www.theguardian.com/sport/2021/jul/08/tokyo-to-be-put-under-state-of-emergency-for-duration-of-2020-olympic-games,2021-07-08-14:05:55
"Human body size shaped by climate, evolutionary study shows",https://www.theguardian.com/science/2021/jul/08/human-body-size-shaped-by-climate-evolutionary-study-shows,2021-07-08-12:52:36
How does Covid-19 affect chronic pain? (part two) – podcast,https://www.theguardian.com/science/audio/2021/jul/08/how-does-covid-19-affect-chronic-pain-part-two-podcast,2021-07-08-11:39:08
How the BBC let climate deniers walk all over it | George Monbiot,https://www.theguardian.com/commentisfree/2021/jul/08/bbc-climate-change-deniers-fossil-fuel-broadcasters,2021-07-08-07:00:02
"Let’s recognise that older people get depressed, too – and get them the help they need | Adrian Chiles",https://www.theguardian.com/science/commentisfree/2021/jul/08/its-time-we-asked-some-tricky-questions-about-our-older-relatives-mental-health,2021-07-08-06:00:00
Oxford drugs firm gains $1.5m Gates grant for Covid-19 therapy,https://www.theguardian.com/business/2021/jul/08/oxford-drugs-firm-gains-15m-gates-grant-for-covid-19-therapy,2021-07-08-05:00:02
New Zealand children falling ill in high numbers due to Covid ‘immunity debt’,https://www.theguardian.com/world/2021/jul/08/new-zealand-children-falling-ill-in-high-numbers-due-to-covid-immunity-debt,2021-07-08-04:50:08
Prenatal test developed with Chinese military stores gene data of millions of women,https://www.theguardian.com/world/2021/jul/08/prenatal-test-developed-with-chinese-military-stores-gene-data-of-millions-of-women,2021-07-08-02:43:58
Nature: Backyard moth spotting rises during lockdown,https://www.bbc.co.uk/news/science-environment-57742701,2021-07-08-00:52:28
Climate change: US-Canada heatwave 'virtually impossible' without warming,https://www.bbc.co.uk/news/science-environment-57751918,2021-07-08-00:51:17
World ‘must step up preparations for extreme heat’,https://www.theguardian.com/science/2021/jul/07/world-must-step-up-preparations-for-extreme-heat,2021-07-07-22:00:44
"Wildlife and livestock a risk factor in future pandemics, say studies",https://www.theguardian.com/science/2021/jul/07/wildlife-and-livestock-a-risk-factor-in-future-pandemics-say-studies,2021-07-07-15:00:35
"The climate crisis will create two classes: those who can flee, and those who cannot | Peter Gleick",https://www.theguardian.com/commentisfree/2021/jul/07/global-heating-climate-crisis-heat-two-classes,2021-07-07-10:17:30
How your mask protects other people – video explainer,https://www.theguardian.com/world/video/2021/jul/07/how-your-mask-protects-other-people-video-explainer,2021-07-07-09:51:35
Record June temperatures point to more 'extraordinary' extremes,https://www.bbc.co.uk/news/science-environment-57742482,2021-07-07-07:07:12
Kenya in rush to vaccinate 4m children as measles cases surge,https://www.theguardian.com/global-development/2021/jul/07/kenya-in-rush-to-vaccinate-4m-children-as-measles-cases-surge,2021-07-07-06:00:25
Terrawatch: witnessing a ‘lava shield’ volcano form,https://www.theguardian.com/science/2021/jul/07/terrawatch-witnessing-a-lava-shield-volcano-form,2021-07-07-05:00:25
"Human activity influencing global rainfall, study finds",https://www.theguardian.com/environment/2021/jul/07/human-activity-influencing-global-rainfall-study-finds,2021-07-07-05:00:24
UK supercomputer Cambridge-1 to hunt for medical breakthroughs,https://www.theguardian.com/technology/2021/jul/07/uk-supercomputer-cambridge-1-to-hunt-for-medical-breakthroughs,2021-07-06-23:01:16
‘I can’t remember feeling as excited about the future’: redesigning space travel for women,https://www.theguardian.com/careers/2021/jul/06/i-cant-remember-feeling-as-excited-about-the-future-redesigning-space-travel-for-women,2021-07-06-15:15:25
"Double-jabbed contacts won’t need to self-isolate from 16 August, says Javid",https://www.theguardian.com/world/2021/jul/06/double-vaccinated-contacts-no-longer-need-to-self-isolate-from-16-august-says-sajid-javid,2021-07-06-12:01:10
Understanding chronic pain (part one) – podcast,https://www.theguardian.com/society/audio/2021/jul/06/understanding-chronic-pain-part-one-podcast,2021-07-06-10:08:13
To mask or not to mask: what will Johnson and others do after 19 July?,https://www.theguardian.com/world/2021/jul/06/to-mask-or-not-to-mask-what-will-johnson-and-others-do-after-19-july,2021-07-06-10:02:48
Nordic countries endure heatwave as Lapland records hottest day since 1914,https://www.theguardian.com/environment/2021/jul/06/heatwave-hits-nordic-countries-lapland-temperature-,2021-07-06-04:09:08
Climate change: The craft brewery using algae to cut emissions,https://www.bbc.co.uk/news/world-australia-57675513,2021-07-05-23:01:29
London air pollution turned into art to raise awareness,https://www.bbc.co.uk/news/in-pictures-56986767,2021-07-05-23:00:23
"Climate crisis causing male dragonflies to lose wing ‘bling’, study finds",https://www.theguardian.com/environment/2021/jul/06/climate-crisis-causing-male-dragonflies-to-lose-wing-bling-study-finds,2021-07-05-22:10:06
Chris Whitty suggests guidelines for use of masks after 19 July,https://www.theguardian.com/world/2021/jul/05/chris-whitty-suggests-guidelines-for-use-of-masks-after-19-july,2021-07-05-18:26:06
Climate change: Planting extra trees will boost rainfall across Europe,https://www.bbc.co.uk/news/science-environment-57722879,2021-07-05-15:10:06
Tony Black obituary,https://www.theguardian.com/science/2021/jul/05/tony-black-obituary,2021-07-05-14:43:39
Antarctic expedition to renew search for Shackleton’s ship Endurance,https://www.theguardian.com/world/2021/jul/05/antarctic-expedition-renew-search-shackleton-ship-endurance,2021-07-05-06:00:43
Starwatch: we’ve got aphelion the sun’s further away,https://www.theguardian.com/science/2021/jul/05/starwatch-weve-got-aphelion-the-suns-further-away,2021-07-05-05:00:41
Why do powerful men have affairs?,https://www.theguardian.com/news/audio/2021/jul/05/why-do-powerful-men-have-affairs,2021-07-05-02:00:37
Whole genome sequencing of all UK newborns ‘would have public support’,https://www.theguardian.com/science/2021/jul/04/whole-genome-sequencing-of-all-uk-newborns-would-have-public-support,2021-07-04-17:31:38
UK scientists caution that lifting of Covid rules is like building ‘variant factories’,https://www.theguardian.com/world/2021/jul/04/uk-scientists-caution-that-lifting-of-covid-rules-is-like-building-variant-factories,2021-07-04-14:22:49
"Deep sea robots will let us find millions of shipwrecks, says man who discovered Titanic",https://www.theguardian.com/science/2021/jul/04/deep-sea-robots-will-let-us-find-millions-of-shipwrecks-says-man-who-discovered-titanic,2021-07-04-10:00:18
Astronauts at China’s new space station conduct first spacewalk,https://www.theguardian.com/world/2021/jul/04/astronauts-at-chinas-new-space-station-conduct-first-spacewalk,2021-07-04-09:31:04
This space race has its downside… Rocketwoman Wally Funk joins crew for Jeff Bezos’s ego trip,https://www.theguardian.com/technology/2021/jul/04/this-space-race-has-its-downside-rocketwoman-wally-funk-joins-crew-for-jeff-bezoss-ego-trip,2021-07-04-09:00:17
Shall we vaccinate our children? We could start by asking them first | Russell Viner,https://www.theguardian.com/commentisfree/2021/jul/04/shall-we-vaccinate-children-lets-ask-them-first-covid,2021-07-04-08:30:16
Why science can’t resist the allure of Venus: new missions to Earth’s nearest planetary neighbour,https://www.theguardian.com/science/2021/jul/04/why-science-cant-resist-the-allure-of-venus-new-missions-to-earths-nearest-planetary-neighbour,2021-07-04-08:00:16
Critically endangered antelope saiga makes comeback,https://www.bbc.co.uk/news/science-environment-57688320,2021-07-03-23:08:14
South Africa hits record daily cases; Brazilians call for Bolsonaro’s resignation – as it happened,https://www.theguardian.com/world/live/2021/jul/03/coronavirus-live-news-doctors-call-for-england-to-keep-some-restrictions-after-19-july-indonesia-in-partial-lockdown,2021-07-03-22:54:26
Brazilians take to streets to demand removal of Jair Bolsonaro,https://www.theguardian.com/world/2021/jul/03/brazilians-take-to-streets-to-demand-removal-of-jair-bolsonaro,2021-07-03-18:50:13
"Vaccines ‘outpaced by variants’, WHO warns, as Delta now in 98 countries",https://www.theguardian.com/society/2021/jul/03/vaccines-outpaced-by-variants-who-warns-as-delta-now-in-98-countries,2021-07-03-17:10:00
Daniel M Davis: ‘Unbelievable things will come from biological advances’,https://www.theguardian.com/science/2021/jul/03/daniel-m-davis-the-secret-body-interview-immunology-data,2021-07-03-16:00:57
NSW sees ‘green shoots’ despite high daily count as Brisbane lockdown ends – as it happened,https://www.theguardian.com/australia-news/live/2021/jul/03/australia-covid-live-update-coronavirus-queensland-news-south-wales-gladys-berejiklian-annastacia-palaszczuk,2021-07-03-07:52:58
‘Real’ T rex goes on show in England for first time in over a century,https://www.theguardian.com/culture/2021/jul/03/real-t-rex-goes-on-show-in-england-for-first-time-in-over-a-century,2021-07-03-07:00:46
Ministers urged to keep some Covid restrictions after 19 July due to ‘alarming’ rise in cases,https://www.theguardian.com/world/2021/jul/03/ministers-urged-to-keep-some-covid-restrictions-after-19-july-due-to-alarming-rise-in-cases,2021-07-03-06:57:44
The Greatest Adventure by Colin Burgess review – a history of human space exploration,https://www.theguardian.com/books/2021/jul/03/the-greatest-adventure-by-colin-burgess-review-a-history-of-human-space-exploration,2021-07-03-06:30:45
Thailand reports record Covid-19 cases as concerns mount about vaccine shortages,https://www.theguardian.com/world/2021/jul/03/thailand-reports-record-covid-19-cases-as-concerns-mount-about-vaccine-shortages,2021-07-03-04:36:01
Then and now: Arctic sea-ice feeling the heat,https://www.bbc.co.uk/news/science-environment-57650226,2021-07-02-23:02:43
Papers by women have fewer citations in top medical journals – study,https://www.theguardian.com/science/2021/jul/02/papers-by-women-have-fewer-citations-in-top-medical-journals-study,2021-07-02-15:14:15
Richard Branson aims to beat Jeff Bezos into space by nine days,https://www.theguardian.com/science/2021/jul/02/richard-branson-aims-to-beat-jeff-bezos-into-space-by-nine-days,2021-07-02-12:07:02
The scientists hired by big oil who predicted the climate crisis long ago,https://www.theguardian.com/environment/2021/jul/02/scientists-climate-crisis-big-oil-climate-crimes,2021-07-02-10:00:34
Study suggests bacteria in cow’s stomach can break down plastic,https://www.theguardian.com/environment/2021/jul/02/study-suggests-bacteria-in-cows-stomach-can-break-down-plastic,2021-07-02-09:14:48
US-Canada heatwave: Visual guide to the causes,https://www.bbc.co.uk/news/world-us-canada-57665715,2021-07-02-09:08:07
A common treatment for endometriosis could actually be making things worse,https://www.theguardian.com/australia-news/2021/jul/02/a-common-treatment-for-endometriosis-could-actually-be-making-things-worse,2021-07-02-05:00:28
"Oxford recognises Annie Cannon’s ‘invaluable contribution to astronomy’ – archive, 2 July 1925",https://www.theguardian.com/science/2021/jul/02/oxford-recognises-annie-cannon-contribution-to-astronomy-1925,2021-07-02-04:30:27
Climate change: Will UK mining drive a green revolution?,https://www.bbc.co.uk/news/science-environment-57534978,2021-07-01-23:15:10
Call for global treaty to end production of ‘virgin’ plastic by 2040,https://www.theguardian.com/environment/2021/jul/01/call-for-global-treaty-to-end-production-of-virgin-plastic-by-2040,2021-07-01-18:00:15
Fibromyalgia may be a condition of the immune system not the brain – study,https://www.theguardian.com/society/2021/jul/01/fibromyalgia-may-be-a-condition-of-the-immune-system-not-the-brain-study,2021-07-01-17:41:04
Covid ‘perfect storm’ as more patients hit by fungal infections,https://www.theguardian.com/science/2021/jul/01/covid-perfect-storm-as-more-patients-hit-by-fungal-infections,2021-07-01-16:58:20
‘No one has waited longer’: trailblazing female pilot Wally Funk will go to space with Bezos,https://www.theguardian.com/science/2021/jul/01/jeff-bezos-space-flight-pilot-wally-funk,2021-07-01-16:22:24
"Change needed to tackle climate crisis, Queen says",https://www.bbc.co.uk/news/uk-scotland-57683828,2021-07-01-15:10:28
Climate change: 'Last refuge' for polar bears is vulnerable to warming,https://www.bbc.co.uk/news/science-environment-57682081,2021-07-01-15:04:47
AI software may help spot early signs of oesophageal cancer,https://www.theguardian.com/society/2021/jul/01/ai-software-may-help-spot-early-signs-of-oesophageal-cancer,2021-07-01-11:58:32
Pet owners urged to avoid their cats and dogs if they have Covid,https://www.theguardian.com/world/2021/jul/01/covid-common-pet-cats-dogs-owners-study-domestic-animals,2021-07-01-07:19:32
We need to get rid of business jargon. Do I have your buy-in? | Adrian Chiles,https://www.theguardian.com/commentisfree/2021/jul/01/we-need-to-get-rid-of-business-jargon-do-i-have-your-buy-in,2021-07-01-06:00:01
"Australia ‘at back of the queue’ for Pfizer Covid vaccines, minister admits",https://www.theguardian.com/australia-news/2021/jul/01/australia-at-back-of-the-queue-for-pfizer-covid-vaccines-minister-admits,2021-07-01-05:26:02
Patients need transparency around how new medicines are approved | Ranjana Srivastava,https://www.theguardian.com/commentisfree/2021/jul/01/patients-need-transparency-around-how-new-medicines-are-approved,2021-07-01-04:21:27
Is hay fever on the rise? – podcast,https://www.theguardian.com/science/audio/2021/jul/01/is-hay-fever-on-the-rise-podcast,2021-07-01-04:00:04
"Pets can catch Covid from owners, study suggests",https://www.bbc.co.uk/news/health-57666245,2021-07-01-00:07:32
Scientists urge UK to expand official list of Covid symptoms,https://www.theguardian.com/world/2021/jul/01/scientists-urge-uk-to-expand-official-list-of-covid-symptoms,2021-06-30-23:01:52
Mediterranean diet with oily fish could help reduce migraine frequency,https://www.theguardian.com/food/2021/jun/30/mediterranean-diet-with-oily-fish-could-help-reduce-migraine-frequency,2021-06-30-22:00:50
GPs recording low numbers of long Covid compared with survey estimates,https://www.theguardian.com/world/2021/jun/30/gps-in-england-failing-to-recognise-thousands-of-long-covid-cases,2021-06-30-17:44:40
Amazon eagle faces starvation in 'last stronghold',https://www.bbc.co.uk/news/science-environment-57665575,2021-06-30-15:00:28
Covid: Sage scientist fears England could repeat ‘mistakes of last summer’,https://www.theguardian.com/world/2021/jun/30/covid-sage-scientist-fears-england-could-repeat-mistakes-of-last-summer,2021-06-30-09:23:36
A heatwave in Seattle? Extreme weather is no longer ‘unprecedented’ | Arwa Mahdawi,https://www.theguardian.com/commentisfree/2021/jun/30/a-heatwave-in-seattle-extreme-weather-is-no-longer-unprecedented-it-has-become-the-norm,2021-06-30-06:00:31
India's Bharti invests $500m in UK space start-up OneWeb,https://www.bbc.co.uk/news/business-57661424,2021-06-30-05:37:22
‘I felt betrayed’: how Covid research could help patients living with chronic fatigue syndrome,https://www.theguardian.com/australia-news/2021/jun/30/i-felt-betrayed-how-covid-research-could-help-patients-living-with-chronic-fatigue-syndrome,2021-06-30-05:00:31
How to photograph the moon on your phone or camera with the best settings,https://www.theguardian.com/technology/2021/jun/30/how-to-photograph-the-full-moon-with-phone-tips-take-picture-photography-smartphone-camera-dslr-iphone-best-settings,2021-06-30-01:01:00
Flying car completes test flight between airports,https://www.bbc.co.uk/news/technology-57651843,2021-06-29-23:57:07
Fukushima disaster: Tracking the wild boar 'takeover',https://www.bbc.co.uk/news/science-environment-57655720,2021-06-29-23:51:12
UK government's 'toothless policies' failing to protect nature,https://www.bbc.co.uk/news/science-environment-57655098,2021-06-29-23:49:49
Astronomy Photographer of the Year 2021: Shortlist revealed,https://www.bbc.co.uk/news/in-pictures-57653901,2021-06-29-23:42:53
"5,000-year-old man was 'oldest plague victim'",https://www.bbc.co.uk/news/science-environment-57658859,2021-06-29-18:51:01
We won’t fix the obesity epidemic by locking people’s jaws shut | Arwa Mahdawi,https://www.theguardian.com/commentisfree/2021/jun/29/we-wont-fix-obesity-epidemic-by-locking-jaws-shut,2021-06-29-15:04:37
"5,000-year-old hunter-gatherer is earliest person to die with the plague",https://www.theguardian.com/science/2021/jun/29/5000-year-old-hunter-gatherer-is-earliest-person-to-die-with-the-plague,2021-06-29-15:00:13
"Good at blagging? You may be smarter than others, too",https://www.theguardian.com/science/2021/jun/29/good-at-blagging-you-may-be-smarter-than-others-too,2021-06-29-14:27:52
One in 20 children missed school in England due to Covid as cases rise 66%,https://www.theguardian.com/education/2021/jun/29/one-in-20-children-missed-school-in-england-due-to-covid-as-cases-rise-66,2021-06-29-14:02:03
Rare black hole and neutron star collisions sighted twice in 10 days,https://www.bbc.co.uk/news/science-environment-57639520,2021-06-29-13:30:55
Gravitational waves from star-eating black holes detected on Earth,https://www.theguardian.com/science/2021/jun/29/gravitational-waves-from-star-eating-black-holes-detected-on-earth,2021-06-29-12:29:24
Cambridge hospital’s mask upgrade appears to eliminate Covid risk to staff,https://www.theguardian.com/world/2021/jun/29/cambridge-hospitals-mask-upgrade-appears-to-eliminate-covid-19-risk-to-staff,2021-06-29-09:49:44
"Surge in Covid-19 cases in Tokyo, less than a month out from Olympics",https://www.theguardian.com/world/2021/jun/29/surge-in-covid-19-cases-in-tokyo-less-than-a-month-out-from-olympics,2021-06-29-04:09:58
How effective is the new Alzheimer’s drug aducanumab? – podcast,https://www.theguardian.com/society/audio/2021/jun/29/how-effective-is-the-new-alzheimers-drug-aducanumab-podcast,2021-06-29-04:00:06
Coastguard seizes half a tonne of cocaine floating off Algeria coast,https://www.theguardian.com/science/2021/jun/29/coastguard-seizes-half-a-tonne-of-cocaine-floating-off-algeria-coast,2021-06-29-00:03:28
Now is not the time to abandon all Covid caution,https://www.theguardian.com/world/2021/jun/28/now-is-not-time-abandon-all-covid-caution-analysis,2021-06-28-21:02:51
Mixing Covid vaccines offers strong immune protection – study,https://www.theguardian.com/world/2021/jun/28/astrazeneca-vaccine-protection-uncompromised-by-gap-over-12-weeks-study,2021-06-28-17:38:17
Climate change: Courts set for rise in compensation cases,https://www.bbc.co.uk/news/science-environment-57641167,2021-06-28-16:59:45
New climate science could cause wave of litigation against businesses – study,https://www.theguardian.com/environment/2021/jun/28/new-climate-science-could-cause-wave-of-litigation-against-businesses-study,2021-06-28-16:23:57
"Did you solve it? Carl Friedrich Gauss, money saving expert",https://www.theguardian.com/science/2021/jun/28/did-you-solve-it-carl-friedrich-gauss-money-saving-expert,2021-06-28-16:00:50
Scientists develop wireless pacemaker that dissolves in body,https://www.theguardian.com/science/2021/jun/28/wireless-pacemaker-dissolves-body,2021-06-28-15:00:43
Vaccine inequality: how rich countries cut Covid deaths as poorer fall behind,https://www.theguardian.com/world/ng-interactive/2021/jun/28/vaccine-inequality-how-rich-countries-cut-covid-deaths-as-poorer-fall-behind,2021-06-28-09:08:12
We’ve got the first Alzheimer’s drug in decades. But is it a breakthrough?,https://www.theguardian.com/commentisfree/2021/jun/28/alzheimers-drug-aducanumab-approval-dementia,2021-06-28-09:00:29
"Can you solve it? Carl Friedrich Gauss, money saving expert",https://www.theguardian.com/science/2021/jun/28/can-you-solve-it-carl-friedrich-gauss-money-saving-expert,2021-06-28-06:04:22
What is chronic pain and how does it work? – video explainer,https://www.theguardian.com/society/video/2021/jun/28/what-is-chronic-pain-and-how-does-it-work-video-explainer,2021-06-28-05:08:39
"Starwatch: enter the dragon, home to former pole star Thuban",https://www.theguardian.com/science/2021/jun/28/starwatch-enter-the-dragon-home-to-former-pole-star-thuban,2021-06-28-05:00:44
Luxembourg PM ‘tests positive for Covid’ – as it happened,https://www.theguardian.com/world/live/2021/jun/27/coronavirus-live-news-covid-vaccine-latest-updates,2021-06-28-00:07:44
Climate change: Why action still ignites debate in Australia,https://www.bbc.co.uk/news/world-australia-57606398,2021-06-27-23:08:28
The Guardian view on getting to net zero: the crunch is coming | Editorial,https://www.theguardian.com/commentisfree/2021/jun/27/the-guardian-view-on-getting-to-net-zero-the-crunch-is-coming,2021-06-27-17:30:30
How I realised my family of two was perfect for me,https://www.theguardian.com/lifeandstyle/2021/jun/27/how-i-realised-my-family-of-two-was-perfect-for-me,2021-06-27-12:00:24
The new wave of gravitational waves,https://www.theguardian.com/science/2021/jun/27/gravitational-waves-ligo-lisa-nanograv,2021-06-27-10:00:21
Why most people who now die with Covid in England have had a vaccination | David Spiegelhalter and  Anthony Masters,https://www.theguardian.com/theobserver/commentisfree/2021/jun/27/why-most-people-who-now-die-with-covid-have-been-vaccinated,2021-06-27-07:00:18
Appeal to identify 'La Botaniste' who slipped from history,https://www.bbc.co.uk/news/science-environment-57601841,2021-06-27-06:48:09
‘Sponge on a string’ test will help pinpoint gullet cancer,https://www.theguardian.com/science/2021/jun/27/sponge-on-a-string-test-will-help-pinpoint-gullet-cancer,2021-06-27-06:45:17
Traffic-light system of ‘eco-scores’ to be piloted on British food labels,https://www.theguardian.com/business/2021/jun/27/traffic-light-system-of-eco-scores-to-be-piloted-on-british-food-labels,2021-06-27-06:30:16
How to photograph a full moon on your phone or camera with the best settings,https://www.theguardian.com/technology/2021/jun/24/strawberry-moon-2021-june-australia-how-to-photograph-full-super-moon-with-phone-tonight-take-picture-supermoon-photography-what-time-when-thursday-night-smartphone-camera-dslr-iphone-best-settings,2021-06-26-23:53:42
Carlo Rovelli: ‘My work in physics is endlessly creative’,https://www.theguardian.com/lifeandstyle/2021/jun/26/this-much-i-know-carlo-rovelli-my-work-in-physics-is-endlessly-creative,2021-06-26-13:00:06
Ancestors by Alice Roberts review – a story of movement and migration,https://www.theguardian.com/books/2021/jun/26/ancestors-by-alice-roberts-review-a-story-of-movement-and-migration,2021-06-26-06:30:47
The Oxford vaccine: the trials and tribulations of a world-saving jab,https://www.theguardian.com/world/2021/jun/26/the-oxford-vaccine-the-trials-and-tribulations-of-a-world-saving-jab,2021-06-26-06:00:48
"NSW Covid outbreaks: Gladys Berejiklian locks down Sydney, Central Coast, Blue Mountains and Wollongong",https://www.theguardian.com/australia-news/2021/jun/26/gladys-berejiklian-to-hold-covid-crisis-talks-as-sydney-outbreak-expands-beyond-lockdown-areas,2021-06-26-05:23:07
Liftoff? US allows Virgin Galactic to take paying passengers into space,https://www.theguardian.com/business/2021/jun/25/liftoff-us-allows-virgin-galactic-to-take-paying-passengers-into-space,2021-06-25-16:55:10
Scientists hail stunning 'Dragon Man' discovery,https://www.bbc.co.uk/news/science-environment-57432104,2021-06-25-16:24:28
"Matt Hancock’s breach could erode UK’s adherence to Covid rules, scientists say",https://www.theguardian.com/politics/2021/jun/25/matt-hancocks-breach-could-erode-uks-adherence-to-covid-rules-scientists-say,2021-06-25-16:23:55
"Covid event pilots compromised by low uptake of PCR tests, experts say",https://www.theguardian.com/world/2021/jun/25/uk-covid-pilot-events-record-no-substantial-outbreaks,2021-06-25-15:51:32
Massive human head in Chinese well forces scientists to rethink evolution,https://www.theguardian.com/science/2021/jun/25/massive-human-head-in-chinese-well-forces-scientists-to-rethink-evolution,2021-06-25-15:00:29
"UK Covid travel rules could change at short notice, warns minister",https://www.theguardian.com/world/2021/jun/25/uk-covid-travel-rules-could-change-at-short-notice-warns-shapps,2021-06-25-08:39:04
Russia and China team up to build a moon base,https://www.theguardian.com/science/2021/jun/25/russia-china-team-up-build-moon-base,2021-06-25-05:00:17
How the pandemic got us addicted to longing – and why it’s bad for us,https://www.theguardian.com/society/2021/jun/25/daydreaming-covid-longing-psychology-mental-health,2021-06-25-04:00:16
"New album, Celestial Incantations, captures the 'sounds' of space – video",https://www.theguardian.com/science/video/2021/jun/25/new-album-celestial-incantations-captures-the-sounds-of-space-video,2021-06-25-03:34:45
New type of ancient human discovered in Israel,https://www.bbc.co.uk/news/science-environment-57586315,2021-06-24-19:19:54
Fossilised bones found in Israel could belong to mystery extinct humans,https://www.theguardian.com/science/2021/jun/24/fossilised-bones-found-in-israel-could-belong-to-extinct-humans,2021-06-24-18:27:06
‘Chirps’ in space: new album captures the sound of black holes colliding,https://www.theguardian.com/science/2021/jun/25/chirps-in-space-new-album-captures-the-sound-of-black-holes-colliding,2021-06-24-17:30:04
